,path1,path2,path3
0,16.048949962289512,18.70842898195105,20.19136327844814
1,13.937365222292295,17.842117567961598,18.401365188875015
2,11.797341796589288,16.236889230146783,16.78780964236414
3,10.232349351652653,14.634338409814953,14.2513055634965
4,11.653279206284317,16.696552324010092,15.742832098289245
5,13.234591878321403,17.792343944648,15.863673219608676
6,11.815309553458874,15.83770312106413,15.067843045760542
7,13.19593144503622,16.783434281968717,17.02657266101933
8,10.902457835708953,15.184710383923878,15.825597715447715
9,11.486827610812659,16.47278235299142,15.706277857406718
10,11.255466862334542,16.74104320776776,15.450701629065792
11,12.195966663991358,15.788249376660943,16.866405338663103
12,11.661492018987087,14.818657376006845,15.969778622388683
13,10.183375522740837,14.423547275229323,14.318646144558144
14,11.548851555859857,15.606511243277355,15.815746749754936
15,10.411289330090776,14.967533461296576,12.609470344175712
16,10.154300879105996,15.184696776249492,13.88121593202484
17,9.254837582969518,14.643103798067333,12.944307170790836
18,11.554872044973736,16.2805477855862,15.373832057385666
19,9.572750948912987,16.990943461575732,14.074990775628835
20,8.590378152364746,16.142559077771015,10.843322434233885
21,8.279405737726456,16.012069266271627,12.630168554101688
22,11.92529367702671,17.809457216249022,16.288231612134258
23,13.100603304977442,17.249686831524098,17.400167431488065
24,14.398611750698526,18.92922157088125,18.54277932371601
25,15.226460407075981,17.505507914856,20.124730329322777
26,15.51513822000189,18.50956330464592,20.152499524633644
27,14.245561726447134,17.79563532286245,18.41856913526197
28,14.801658519124576,16.61324413838306,18.609468898816573
29,12.503860043551404,15.382209710981371,15.523909363598563
30,12.812775895984885,15.853026407009473,15.803880000223563
31,12.997711181225347,14.425897230436615,16.29659935179537
32,14.801111726506756,16.540143929339475,18.777368423868907
33,16.343526147539936,18.438768719269778,20.115529529538083
34,16.94291585286886,19.519516679231224,20.153880449400177
35,18.12031199854229,21.621553502421975,23.145812785698002
36,16.565448623507443,20.262226735523125,22.15418883597156
37,17.38614981512986,19.763673946759535,22.780102737331394
38,17.172719194102996,19.73380230979171,21.82408137506651
39,17.265118631712646,19.67220496453542,20.37224359643826
40,16.25803555940263,21.006330293870178,19.466431223655604
41,16.11003718190047,20.751012859269693,19.162544843317328
42,15.700707287011843,20.904317218368192,17.395757954486633
43,14.936595109405312,21.38568671743114,17.90272223989533
44,14.708677035643401,21.43632038436429,18.39285738563886
45,14.285917509418796,19.43970997740218,17.30321602678361
46,15.366894489916396,19.18354237068831,17.829783899284287
