WTI,DateTime,WCS,WCS_Interpolated,WTI_Interpolated,WTI_WCS_diff
62.02,2018-03-09,36.52635593262311,36.52635593262311,62.02,25.49364406737689
61.35,2018-03-12,35.811337448126224,35.811337448126224,61.35,25.538662551873777
60.69,2018-03-13,35.21452788892107,35.21452788892107,60.69,25.47547211107893
60.89,2018-03-14,35.25029428468678,35.25029428468678,60.89,25.63970571531322
61.16,2018-03-15,34.6462809901224,34.6462809901224,61.16,26.513719009877597
62.29,2018-03-16,37.170422255996826,37.170422255996826,62.29,25.119577744003173
62.01,2018-03-19,37.682222414820245,37.682222414820245,62.01,24.327777585179753
63.37,2018-03-20,38.782152866602885,38.782152866602885,63.37,24.587847133397112
65.1,2018-03-21,40.610596887437,40.610596887437,65.1,24.489403112562997
64.25,2018-03-22,40.76790474646798,40.76790474646798,64.25,23.482095253532023
65.8,2018-03-23,42.416771616229866,42.416771616229866,65.8,23.38322838377013
